,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship
405,0,0,0,0,2005,27.7,GD Harpur,42,Doctor of Philosophy,Male,0,405,India,C34,Mathematics,20547.05,Harpur Doctor of Philosophy,Bachelors Prepared,20547.05,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,4,4,4,4,4,4,0,0,0.01,7,3.99,5,GD Harpur,White
406,0,0,3141,3141,2008,22,GD Harpur,33,Doctor of Philosophy,Female,1,406,Black or African American,C15,Chemistry,48737.37,Harpur Doctor of Philosophy,Bachelors Prepared,63232.37,14495,1,3.79E-16,-5.79E-16,-1.21E-15,3.67,3.85,3.15,0,0,0,0,0,0,-0.26,3,3.56,5.4,GD Harpur,White
407,0,0,0,0,2005,24.7,GD Harpur,39,Doctor of Philosophy,Male,0,407,White,C43,Political Science,9377.11,Harpur Doctor of Philosophy,Bachelors Prepared,9377.11,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,3.9,3.9,4,4,0,0,0,0,0.03,5,3.94,6.2,GD Harpur,White
408,0,0,0,0,2005,24.7,GD Harpur,39,Doctor of Philosophy,Female,0,408,Asia,C34,Mathematics,25847.75,Harpur Doctor of Philosophy,Masters Prepared,25847.75,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.9,3.67,3.7,3.87,4,4,3.87,0,0.01,8,3.88,5.7,GD Harpur,Asia
409,0,0,0,0,2005,36.7,GD Harpur,51,Doctor of Philosophy,Female,1,409,White,C23,English,63546.35,Harpur Doctor of Philosophy,Masters Prepared,69828.35,6282,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,3.43,4,4,4,4,4,3.85,0,0.03,8,3.9,8.7,GD Harpur,White
410,4185,4185,4435,4435,2010,44,GD Education,53,Doctor of Education,Female,1,410,White,E99,Educational Theory and Practic,3336.95,Education EDD,0,22178.95,18842,1,3.79E-16,-5.79E-16,-1.21E-15,3.15,2.67,3.9,3.8,0,0,0,0,0,0.32,4,3.38,3.4,GD Non-Harpur,White
411,3141,3141,3141,3330,2009,26.7,GD Watson,37,Doctor of Philosophy,Male,1,411,Unknown,R96,Electrical Engineering,18429.39,Electrical Engineering PhD,0,35334.39,16905,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,0,0,0,0,0,0,0,3,4,8.2,GD Non-Harpur,White
412,0,0,0,0,2006,20.7,GD Harpur,34,Doctor of Philosophy,Female,1,412,White,C29,History,43985.14,Harpur Doctor of Philosophy,Bachelors Prepared,46121.14,2136,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,3.9,3.88,0,0,0,0,-0.03,5,3.96,7,GD Harpur,White
413,0,0,0,0,2006,41.7,GD Harpur,55,Doctor of Philosophy,Female,1,413,White,C29,History,29315.69,Harpur Doctor of Philosophy,Bachelors Prepared,30711.69,1396,1,3.79E-16,-5.79E-16,-1.21E-15,3.85,3.44,4,3.87,0,0,0,0,0,0.06,4,3.79,7,GD Harpur,White
414,0,0,0,0,2004,21.7,GD Harpur,37,Doctor of Philosophy,Female,1,414,White,C29,History,44568.55,Harpur Doctor of Philosophy,Masters Prepared,45964.55,1396,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,4,4,0,0,0,0,6,4,10.2,GD Harpur,White
415,0,0,0,0,2004,35.7,GD Harpur,51,Doctor of Philosophy,Male,0,415,White,C33,Comparative Literature,26423.91,Harpur Doctor of Philosophy,Masters Prepared,26423.91,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,3.94,4,4,4,4,0,0,0,7,3.99,13.2,GD Harpur,White
416,0,0,0,0,2006,37.7,GD Harpur,51,Doctor of Philosophy,Male,1,416,China,C15,Chemistry,18675.3,Harpur Doctor of Philosophy,Bachelors Prepared,24195.3,5520,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.7,0,0,0,0,0,0,0,-0.3,2,3.85,4.2,GD Harpur,China
417,0,0,0,0,2007,19.7,GD Harpur,32,Doctor of Philosophy,Female,1,417,White,C46,Cognitive Psychology,21831.09,Harpur Doctor of Philosophy,Bachelors Prepared,35135.09,13304,1,3.79E-16,-5.79E-16,-1.21E-15,3.78,3.38,4,3.91,3.25,4,4,0,1,0.04,7,3.76,8.2,GD Harpur,White
418,0,0,0,0,2005,21.7,GD Harpur,36,Doctor of Philosophy,Male,0,418,White,C33,Comparative Literature,12580.25,Harpur Doctor of Philosophy,Bachelors Prepared,12580.25,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.75,3.75,3.9,3.67,3.15,0,0,0,1,-0.13,5,3.64,7.2,GD Harpur,White
419,0,0,0,0,2006,26.7,GD Harpur,40,Doctor of Philosophy,Male,1,419,Asia,C52,Sociology,26616.8,Harpur Doctor of Philosophy,Bachelors Prepared,34424.8,7808,1,3.79E-16,-5.79E-16,-1.21E-15,3.93,3.93,4,0,0,0,0,0,0,0.03,3,3.95,7,GD Harpur,Asia
420,0,0,0,0,2000,26.7,GD Harpur,46,Doctor of Philosophy,Male,0,420,China,C52,Sociology,15251.05,Harpur Doctor of Philosophy,Bachelors Prepared,15251.05,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.65,3.85,3.85,3.65,3.85,3.5,4,0,0,0.01,7,3.76,11.7,GD Harpur,China
421,0,0,0,0,2004,24.7,GD Harpur,40,Doctor of Philosophy,Female,0,421,Asia,C33,Comparative Literature,34072.05,Harpur Doctor of Philosophy,Masters Prepared,34072.05,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.67,4,4,4,4,0,0,0,0.03,6,3.94,9.7,GD Harpur,Asia
422,0,0,0,0,2002,22.7,GD Harpur,40,Doctor of Philosophy,Female,0,422,Asia,C33,Comparative Literature,14947.4,Harpur Doctor of Philosophy,Masters Prepared,14947.4,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.67,3.9,3.9,4,4,4,0,0,1,0.06,6,3.91,10.2,GD Harpur,Asia
423,0,0,0,0,2005,24.7,GD Harpur,39,Doctor of Philosophy,Male,0,423,Europe,C34,Mathematics,16654.55,Harpur Doctor of Philosophy,Masters Prepared,16654.55,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,4,0,0,0,0,0,5,4,4.2,GD Harpur,White
424,0,0,0,0,2004,22.7,GD Watson,38,Doctor of Philosophy,Male,1,424,India,R92,Computer Science,35274.89,Computer Science PhD,0,36422.89,1148,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,3.7,0,0,0,0,0,0,-0.15,3,3.9,9,GD Non-Harpur,White
425,0,0,0,0,2002,21.7,GD Harpur,39,Doctor of Philosophy,Male,0,425,Asian,C52,Sociology,12677.7,Harpur Doctor of Philosophy,Masters Prepared,12677.7,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.57,3.62,3.78,4,4,4,0,0,1,0.1,6,3.83,7,GD Harpur,White
426,0,0,0,0,2004,24.7,GD Harpur,40,Doctor of Philosophy,Female,0,426,China,C22,Economics,26934.05,Harpur Doctor of Philosophy,Masters Prepared,26934.05,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,3.9,3.53,3.85,3.35,3.7,0,0,1,-0.07,6,3.71,8.2,GD Harpur,China
427,0,0,0,0,2004,42.7,GD Harpur,58,Doctor of Philosophy,Male,0,427,Africa,C22,Economics,52595.65,Harpur Doctor of Philosophy,Bachelors Prepared,52595.65,0,1,3.79E-16,-5.79E-16,-1.21E-15,3,3,3,4,3.3,0,0,0,0,0.16,5,3.26,5.2,GD Harpur,Africa
428,0,0,0,0,2009,29,GD Watson,39,Doctor of Philosophy,Male,1,428,Asian,R98,Mechanical Engineering,17680.25,Mechanical Engineering PhD,0,28240.25,10560,1,3.79E-16,-5.79E-16,-1.21E-15,3.77,3.87,3.59,4,4,4,0,0,0,0.06,6,3.87,4,GD Non-Harpur,White
429,0,0,0,0,2004,26.7,GD Harpur,42,Doctor of Philosophy,Male,0,429,China,C34,Mathematics,12997.85,Harpur Doctor of Philosophy,Masters Prepared,12997.85,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.33,3.9,3.9,3.42,4,3.68,4,4,0,0.06,8,3.78,5.2,GD Harpur,China
430,0,0,4968,4968,2008,28,GD Watson,39,Doctor of Philosophy,Male,1,430,Unknown,R93,Systems Science,21608.38,Systems Science PhD,0,33324.38,11716,1,3.79E-16,-5.79E-16,-1.21E-15,3.67,3.33,3.3,0,0,0,0,0,0,-0.19,3,3.43,4.4,GD Non-Harpur,White
431,0,0,0,0,2003,22.7,GD Watson,39,Doctor of Philosophy,Male,0,431,China,R98,Mechanical Engineering,18026.7,Mechanical Engineering PhD,0,18026.7,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.8,3.85,4,3,3.96,3.7,0,0,-0.05,7,3.76,6.7,GD Non-Harpur,China
432,0,0,0,0,2004,42.7,GD Harpur,58,Doctor of Philosophy,Male,0,432,White,C43,Political Science,2930.75,Harpur Doctor of Philosophy,Masters Prepared,2930.75,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,3.77,3.67,3.33,3.77,0,0,0,0,-0.07,5,3.69,6,GD Harpur,White
433,0,0,0,0,2004,26.7,GD Watson,42,Doctor of Philosophy,Male,0,433,China,R92,Computer Science,20254.55,Computer Science PhD,0,20254.55,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.5,3.7,4,0,0,0,0,0,0,0.25,3,3.73,7.7,GD Non-Harpur,China
434,0,0,0,0,2009,26,GD Grad School,36,Doctor of Philosophy,Male,1,434,Asian,H21,Materials Science and Engineer,12325,Graduate School PhD,0,15815,3490,1,3.79E-16,-5.79E-16,-1.21E-15,0,0,0,0,0,0,0,0,0,0,0,0,0.8,GD Non-Harpur,White
435,0,0,0,0,2005,22.7,GD Harpur,37,Doctor of Philosophy,Male,1,435,White,C23,English,14280.2,Harpur Doctor of Philosophy,Masters Prepared,21260.2,6980,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,4,4,4,4,4,4,4,0,0.01,8,3.99,5.7,GD Harpur,White
436,0,0,0,0,2005,21.7,GD Harpur,36,Doctor of Philosophy,Male,1,436,White,C43,Political Science,61055.55,Harpur Doctor of Philosophy,Bachelors Prepared,62102.55,1047,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.9,4,4,4,0,0,0,0,0.01,5,3.98,6,GD Harpur,White
437,0,0,0,0,2006,25.7,GD Harpur,39,Doctor of Philosophy,Female,1,437,White,C47,Clinical Psychology,33365.1,Harpur Doctor of Philosophy,Bachelors Prepared,34761.1,1396,1,3.79E-16,-5.79E-16,-1.21E-15,3.55,3.43,3.8,3.28,3.35,3.85,0,0,0,0.02,6,3.54,6,GD Harpur,White
438,0,0,0,0,2005,21.7,GD Harpur,36,Doctor of Philosophy,Male,0,438,China,C34,Mathematics,28034.85,Harpur Doctor of Philosophy,Masters Prepared,28034.85,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,4,4,4,4,0,0,8,4,5.7,GD Harpur,China
439,3141,698,349,370,2008,22.3,GD Watson,34,Doctor of Philosophy,Male,1,439,Unknown,R98,Mechanical Engineering,7198.69,Mechanical Engineering PhD,0,12126.69,4928,1,3.79E-16,-5.79E-16,-1.21E-15,3.7,3.7,4,3.5,4,0,0,0,0,0.04,5,3.78,6,GD Non-Harpur,White
440,0,0,0,0,2004,25.7,GD Watson,41,Doctor of Philosophy,Male,1,440,China,R96,Electrical Engineering,36193.53,Electrical Engineering PhD,0,49236.53,13043,1,3.79E-16,-5.79E-16,-1.21E-15,3.5,3.3,3.2,3.85,4,4,3.7,4,0,0.1,8,3.69,10.7,GD Non-Harpur,China
441,349,349,0,0,2006,22.7,GD Harpur,36,Doctor of Philosophy,Male,1,441,White,C14,Biological Sciences,456.6,Harpur Doctor of Philosophy,Bachelors Prepared,1154.6,698,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,4,4,0,0,0,0,6,4,3.7,GD Harpur,White
442,0,0,0,0,2002,32.7,GD Harpur,50,Doctor of Philosophy,Female,0,442,White,C29,History,52882.7,Harpur Doctor of Philosophy,Masters Prepared,52882.7,0,1,3.79E-16,-5.79E-16,-1.21E-15,3,4,3.85,4,4,3.3,4,4,0,0.06,8,3.77,8.7,GD Harpur,White
443,0,0,3141,3141,2008,22,GD Harpur,33,Doctor of Philosophy,Female,1,443,Unknown,C14,Biological Sciences,11873.19,Harpur Doctor of Philosophy,Bachelors Prepared,25362.19,13489,1,0.088907711,-0.115880354,-0.307517924,3.85,3.7,3.3,3.21,3.3,4,0,0,0,-0.02,6,3.56,3.4,GD Harpur,White
444,0,0,4968,4968,2008,22,GD Harpur,33,Doctor of Philosophy,Female,1,444,China,C34,Mathematics,24111.54,Harpur Doctor of Philosophy,Bachelors Prepared,50699.54,26588,1,0.044050105,-0.057413938,-0.152362452,3.9,3.67,3.92,4,3.7,4,4,0,0,0.03,7,3.88,4.4,GD Harpur,China
445,6890,6890,4435,3330,2010,25,GD Harpur,34,Doctor of Philosophy,Male,1,445,White,C52,Sociology,31203.23,Harpur Doctor of Philosophy,Masters Prepared,59768.23,28565,1,0.784868904,-1.469399476,0.682077875,4,3.9,4,0,0,0,0,0,0,0,3,3.97,6,GD Harpur,White
446,0,0,0,0,2008,35,GD Harpur,46,Doctor of Philosophy,Female,0,446,Asia,C60,Translation Studies,23346.35,Harpur Doctor of Philosophy,Bachelors Prepared,23346.35,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.8,0,0,0,0,0,0,0,-0.2,2,3.9,2.4,GD Harpur,Asia
447,0,0,4968,4968,2008,25,GD Harpur,36,Doctor of Philosophy,Female,1,447,Asia,C29,History,28654.98,Harpur Doctor of Philosophy,Bachelors Prepared,42392.98,13738,1,0.268338133,-0.349746019,-0.92813981,3.76,3.8,0,0,0,0,0,0,0,0.04,2,3.78,7,GD Harpur,Asia
448,5166,5166,5688,5688,2008,25,GD Watson,36,Doctor of Philosophy,Male,1,448,India,R87,Industrial and Systems Enginee,8466.15,Industrial and Systems Eng PhD,0,32329.15,23863,1,3.79E-16,-5.79E-16,-1.21E-15,3.57,3.7,4,3.7,4,3.9,4,0,0,0.06,7,3.84,5,GD Non-Harpur,White
449,0,0,0,695,2008,30.3,GD Watson,42,Doctor of Philosophy,Male,1,449,India,R96,Electrical Engineering,39565.99,Electrical Engineering PhD,0,74729.99,35164,1,-0.034450705,0.044902291,0.119159623,3.3,3.67,3.65,3.47,3.2,4,0,0,1,0.05,6,3.55,9.6,GD Non-Harpur,White
450,0,0,3141,3141,2008,22,GD Harpur,33,Doctor of Philosophy,Male,1,450,White,C15,Chemistry,54616.07,Harpur Doctor of Philosophy,Bachelors Prepared,65908.07,11292,1,-0.051272307,0.066827197,0.177342925,2.8,3.54,3.5,3.3,4,0,0,0,0,0.22,5,3.43,4.8,GD Harpur,White
451,0,0,3141,0,2008,25,GD Harpur,36,Doctor of Philosophy,Female,1,451,White,C01,Anthropology,69493.33,Harpur Doctor of Philosophy,Masters Prepared,80046.33,10553,1,0.058068107,-0.075684693,-0.200848537,3.9,4,4,0,0,0,0,0,0,0.05,3,3.97,6.4,GD Harpur,White
452,0,0,3141,3141,2008,39,GD Harpur,50,Doctor of Philosophy,Male,1,452,Unknown,C13,Biological Sciences,92103.15,Harpur Doctor of Philosophy,Masters Prepared,107051.15,14948,1,3.79E-16,-5.79E-16,-1.21E-15,3.87,4,4,4,4,4,0,0,0,0.02,6,3.98,7.4,GD Harpur,White
453,0,0,3141,3141,2008,22,GD Harpur,33,Doctor of Philosophy,Male,1,453,White,C37,Philosophy SPEL,113908.52,Harpur Doctor of Philosophy,Bachelors Prepared,130952.52,17044,1,0.032835704,-0.042797334,-0.113573585,3.69,3.72,4,3.87,4,4,0,0,0,0.06,6,3.88,9,GD Harpur,White
454,3141,3141,0,0,2010,25.7,GD Watson,35,Doctor of Philosophy,Male,1,454,White,R93,Systems Science,46104.32,Systems Science PhD,0,52386.32,6282,1,-0.23630993,0.308001164,0.817359245,4,4,0,0,0,0,0,0,0,0,2,4,3,GD Non-Harpur,White
455,0,0,3141,3141,2008,22,GD Harpur,33,Doctor of Philosophy,Female,1,455,White,C13,Biological Sciences,17118.49,Harpur Doctor of Philosophy,Bachelors Prepared,30422.49,13304,1,3.79E-16,-5.79E-16,-1.21E-15,3.77,3.95,3.56,4,4,4,0,0,0,0.05,6,3.88,9,GD Harpur,White
456,0,0,3141,3141,2008,29,GD Watson,40,Doctor of Philosophy,Male,1,456,White,R92,Computer Science,87983.17,Computer Science PhD,0,97305.17,9322,1,3.79E-16,-5.79E-16,-1.21E-15,3.57,3.5,3.35,4,0,0,0,0,0,0.11,4,3.6,6.4,GD Non-Harpur,White
457,0,0,4185,0,2008,29,GD Harpur,40,Doctor of Philosophy,Male,1,457,White,C38,Philosophy Interpretation and,11976.3,Harpur Doctor of Philosophy,Bachelors Prepared,16161.3,4185,1,3.79E-16,-5.79E-16,-1.21E-15,3.77,3.9,4,0,0,0,0,0,0,0.11,3,3.89,3.8,GD Harpur,White
458,0,0,0,0,2013,47.3,GD Nursing,54,Doctor of Nursing Practice,Female,0,458,White,D70,Family Nurse Practitioner,24243.35,Nursing DNP,0,24243.35,0,1,-0.040057906,0.052210593,0.138554057,3.91,3.65,3.72,3.7,4,0,0,0,0,0.02,5,3.8,2.3,GD Non-Harpur,White
459,0,6625,4968,1307.3,2009,31.3,GD Harpur,42,Doctor of Philosophy,Male,1,459,Hispanic or Latino,C13,Biological Sciences,12082.59,Harpur Doctor of Philosophy,Bachelors Prepared,25722.89,13640.3,1,-0.045665106,0.059518895,0.157948491,3.8,3.67,3.93,4,0,0,0,0,0,0.09,4,3.85,3.3,GD Harpur,White
460,0,0,0,0,2010,49,GD Nursing,58,Doctor of Philosophy,Female,1,460,White,D99,Nursing,29213.6,Nursing PhD,0,29645.6,432,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,3.85,4,4,4,4,0,0,0.01,7,3.98,7.8,GD Non-Harpur,White
461,0,0,0,0,2012,40.3,GD Harpur,48,Doctor of Philosophy,Female,0,461,White,C23,English,40276,Harpur Doctor of Philosophy,Masters Prepared,40276,0,1,-0.261542333,0.340888524,0.904634197,3.85,4,4,0,0,0,0,0,0,0.07,3,3.95,2,GD Harpur,White
462,4185,4185,4435,4435,2010,47,GD Education,56,Doctor of Education,Female,1,462,Unknown,E99,Educational Theory and Practic,11205.15,Education EDD,0,37277.15,26072,1,0.532043907,-1.160735186,1.27654476,3.33,3.35,3.65,3.9,0,0,0,0,0,0.2,4,3.56,6.4,GD Non-Harpur,White
463,3357,3357,0,0,2010,39,GD Nursing,48,Doctor of Nursing Practice,Female,1,463,White,D70,Family Nurse Practitioner,46535.15,Nursing DNP,0,53249.15,6714,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.7,4,4,0,0,0,0,0,0.03,4,3.92,1.4,GD Non-Harpur,White
464,0,0,0,0,2014,48,GD CCPA,53,Doctor of Philosophy,Female,0,464,White,F44,Community and Public Affairs,22693.15,Community & Public Affairs PHD,0,22693.15,0,1,-0.093326312,0.121639462,0.322801179,4,3.48,4,3.7,4,4,0,0,0,0.04,6,3.86,4.4,GD Non-Harpur,White
465,0,0,0,0,2004,26.7,GD Harpur,42,Doctor of Philosophy,Male,0,465,Asia,C33,Comparative Literature,24928.37,Harpur Doctor of Philosophy,Bachelors Prepared,24928.37,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.67,4,0,0,0,0,0,0,0,0.33,2,3.83,11.2,GD Harpur,Asia
466,0,0,0,0,2006,26.7,GD Harpur,40,Doctor of Philosophy,Female,1,466,Other International Students,C34,Mathematics,28109.2,Harpur Doctor of Philosophy,Bachelors Prepared,28661.2,552,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,4,4,0,0,0,0,6,4,5.7,GD Harpur,White
467,0,4185,3141,3141,2006,22.7,GD Harpur,36,Doctor of Philosophy,Male,1,467,White,C12,Biological Sciences EEB,4929.14,Harpur Doctor of Philosophy,Bachelors Prepared,26778.14,21849,1,-0.062486708,0.081443801,0.216131792,4,4,4,3.33,3.33,3.56,0,0,1,-0.14,6,3.7,7.7,GD Harpur,White
468,0,0,0,0,2005,23.7,GD Harpur,38,Doctor of Philosophy,Male,0,468,White,C38,Philosophy Interpretation and,62170.5,Harpur Doctor of Philosophy,Masters Prepared,62170.5,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,3.33,3.8,4,3.92,3.7,0,0,1,0.03,6,3.78,5,GD Harpur,White
469,0,4435,4685,4685,2011,26,GD Harpur,34,Doctor of Philosophy,Male,1,469,Hispanic or Latino,C43,Political Science,9565.42,Harpur Doctor of Philosophy,Masters Prepared,33774.42,24209,1,1.376465182,-2.700594421,0.194434724,3.9,3.77,4,4,4,4,0,0,0,0.03,6,3.94,4.4,GD Harpur,White
470,0,0,0,0,2006,28.7,GD Harpur,42,Doctor of Philosophy,Male,1,470,Other International Students,C34,Mathematics,28109.2,Harpur Doctor of Philosophy,Bachelors Prepared,28661.2,552,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,4,4,0,0,0,0,6,4,5.7,GD Harpur,White
471,0,0,0,0,2007,47.7,GD Nursing,60,Doctor of Philosophy,Female,1,471,Unknown,D99,Nursing,22568,Nursing PhD,0,24662,2094,1,3.79E-16,-5.79E-16,-1.21E-15,3.93,3.85,3.85,3.85,4,0,0,0,0,0.01,5,3.9,6.7,GD Non-Harpur,White
472,4968,4968,5166,574,2009,22.7,GD Watson,33,Doctor of Philosophy,Male,1,472,Africa,R98,Mechanical Engineering,5687,Mechanical Engineering PhD,0,22627,16940,1,3.79E-16,-5.79E-16,-1.21E-15,3.65,3.65,0,0,0,0,0,0,0,0,2,3.65,2.7,GD Non-Harpur,Africa
473,0,0,0,0,2009,27,GD Grad School,37,Doctor of Philosophy,Male,1,473,White,H21,Materials Science and Engineer,12512.75,Graduate School PhD,0,13210.75,698,1,3.79E-16,-5.79E-16,-1.21E-15,0,0,0,0,0,0,0,0,0,0,0,0,1.8,GD Non-Harpur,White
474,0,0,0,0,2007,26.7,GD Harpur,39,Doctor of Philosophy,Female,1,474,Unknown,C01,Anthropology,44556.1,Harpur Doctor of Philosophy,Bachelors Prepared,52680.1,8124,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,3.85,4,0,0,0,0,-0.01,5,3.97,8.7,GD Harpur,White
475,0,0,0,0,1998,28.7,GD Harpur,50,Doctor of Philosophy,Male,0,475,White,C01,Anthropology,25061.8,Harpur Doctor of Philosophy,Bachelors Prepared,25061.8,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.33,3.74,3.22,4,0,0,0,0,0,0.15,4,3.57,12.7,GD Harpur,White
476,0,0,0,0,2005,27.7,GD Harpur,42,Doctor of Philosophy,Female,0,476,Asia,C38,Philosophy Interpretation and,10486.7,Harpur Doctor of Philosophy,Masters Prepared,10486.7,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.67,3.33,0,0,0,0,0,0,0,-0.34,2,3.5,6.7,GD Harpur,Asia
477,0,0,0,0,2007,33.7,GD Harpur,46,Doctor of Philosophy,Male,1,477,Asia,C23,English,28414.7,Harpur Doctor of Philosophy,Bachelors Prepared,39498.7,11084,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,0,0,0,0,0,0,4,4,4.7,GD Harpur,Asia
478,0,0,0,0,2007,27.7,GD Harpur,40,Doctor of Philosophy,Male,1,478,White,C47,Clinical Psychology,73521.74,Harpur Doctor of Philosophy,Bachelors Prepared,77360.74,3839,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.91,4,3.83,3.93,3.3,0,0,0,-0.1,6,3.83,6.2,GD Harpur,White
479,0,0,0,0,2006,29.7,GD Harpur,43,Doctor of Philosophy,Female,1,479,Unknown,C01,Anthropology,40645.23,Harpur Doctor of Philosophy,Masters Prepared,41364.23,719,1,3.79E-16,-5.79E-16,-1.21E-15,3.67,3.94,4,4,0,0,0,0,1,0.11,4,3.9,6.2,GD Harpur,White
480,0,0,0,0,2006,49.7,GD Education,63,Doctor of Education,Female,0,480,White,E99,Educational Theory and Practic,8816.25,Education EDD,0,8816.25,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.35,4,3.65,4,0,0,0,0,0.03,5,3.8,5,GD Non-Harpur,White
481,0,0,0,0,2005,34.7,GD Harpur,49,Doctor of Philosophy,Male,1,481,Unknown,C01,Anthropology,6757.1,Harpur Doctor of Philosophy,Bachelors Prepared,7127.1,370,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.67,3.77,0,0,0,0,0,0,-0.12,3,3.81,9.7,GD Harpur,White
482,0,0,0,0,2005,21.7,GD Harpur,36,Doctor of Philosophy,Female,1,482,White,C47,Clinical Psychology,23775.55,Harpur Doctor of Philosophy,Bachelors Prepared,27265.55,3490,1,3.79E-16,-5.79E-16,-1.21E-15,3.96,3.9,3.95,4,4,3.32,4,3.67,0,-0.04,8,3.85,9.2,GD Harpur,White
483,0,0,0,0,2007,21.7,GD Harpur,34,Doctor of Philosophy,Female,1,483,White,C13,Biological Sciences,23301.24,Harpur Doctor of Philosophy,Bachelors Prepared,24739.24,1438,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,3.7,4,0,0,0,-0.03,6,3.95,4.7,GD Harpur,White
484,0,0,0,0,2000,26.7,GD Harpur,46,Doctor of Philosophy,Male,0,484,Asia,C52,Sociology,13358.5,Harpur Doctor of Philosophy,Bachelors Prepared,13358.5,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,4,3.67,4,0,0,0,0,1,0,4,3.89,12,GD Harpur,Asia
485,0,0,0,0,2005,21.7,GD Watson,36,Doctor of Philosophy,Male,1,485,White,R92,Computer Science,23839.05,Computer Science PhD,0,28027.05,4188,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,0,0,0,0,0,0,4,4,5.7,GD Non-Harpur,White
486,0,0,0,0,2006,23.7,GD Watson,37,Doctor of Philosophy,Female,1,486,India,R98,Mechanical Engineering,30747.08,Mechanical Engineering PhD,0,32706.08,1959,1,3.79E-16,-5.79E-16,-1.21E-15,3.85,3.63,4,4,0,0,0,0,0,0.08,4,3.87,6.7,GD Non-Harpur,White
487,0,0,0,0,2005,24.7,GD Harpur,39,Doctor of Philosophy,Female,1,487,White,C47,Clinical Psychology,33777.35,Harpur Doctor of Philosophy,Bachelors Prepared,34475.35,698,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.49,3.77,3.93,4,4,4,3.9,0,0.03,8,3.89,6.2,GD Harpur,White
488,0,0,0,0,2007,20.7,GD Harpur,33,Doctor of Philosophy,Female,1,488,White,C45,Behavioral Neuroscience,28861.64,Harpur Doctor of Philosophy,Bachelors Prepared,42945.64,14084,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.55,4,4,4,4,0,0,0,0.04,6,3.93,6,GD Harpur,White
489,0,0,0,0,2006,23.7,GD Watson,37,Doctor of Philosophy,Male,1,489,Europe,R96,Electrical Engineering,26241.1,Electrical Engineering PhD,0,29757.1,3516,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,3.85,4,4,0,0,0,1,0,5,3.97,5.7,GD Non-Harpur,White
