,1st Term Funding,2nd Term Funding,3rd Term Funding,4th Term Funding,Start age,College,Current Age,Degree,Gender,Grad Funding Indicator,ID,Citizenship,Major ID,Major,Net Cost After Any Funding,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,Gap,Slope,Valid term,Average,Academic Period (Years)
716,0,4968,4968,574,25.7,GD Watson,37,Doctor of Philosophy,Male,1,716,Asia,R92,Computer Science,17884.83,Computer Science PhD,0,32387.83,14503,1,0.079580753,-1.554411917,-0.256456652,4,0,0,0,0,0,0,0,0,0,1,4,6
717,5688,5688,6255,6255,25,GD Watson,33,Doctor of Philosophy,Male,1,717,South America,R98,Mechanical Engineering,28260.73,Mechanical Engineering PhD,0,53828.73,25568,1,0.107258607,-0.71989543,0.226583823,4,4,3.7,0,0,0,0,0,1,-0.15,3,3.9,4
718,5688,5688,0,695,23,GD Watson,33,Doctor of Philosophy,Female,1,718,Asia,R92,Computer Science,10969.24,Computer Science PhD,0,23805.24,12836,1,-2.340746106,0.753314436,-0.401121045,3.77,3.8,4,0,0,0,0,0,0,0.11,3,3.86,4.4
719,7580,7580,8340,6255,25,GD Management,33,Doctor of Philosophy,Female,1,719,Asia,B99,Management PHD,14324.13,Management PhD,0,53411.13,39087,1,0.112205916,-1.196893564,10.11962656,4,3.9,4,4,0,0,0,0,0,0.01,4,3.98,4.4
720,14616,14616,0,0,29,GD Nursing,36,Doctor of Nursing Practice,Female,1,720,Africa,D71,Community Health NP,9955.24,Nursing DNP,0,39187.24,29232,1,3.010392068,1.609835661,-0.08584411,0,0,0,0,0,0,0,0,0,0,0,0,2.4
721,3141,3141,3330,3330,30,GD Harpur,39,Doctor of Philosophy,Female,1,721,White,C23,English,60215.68,Harpur Doctor of Philosophy,Masters Prepared,77879.68,17664,1,-1.65152726,0.961280551,0.121050972,4,3.85,4,4,0,0,0,0,0,0.01,4,3.96,3.4
722,0,0,0,0,44,GD Grad School,54,Doctor of Philosophy,Male,1,722,Asian,H21,Materials Science and Engineer,22918.55,Graduate School PhD,0,23698.55,780,1,0.079580753,-1.554411917,-0.256456652,4,3.84,4,0,0,0,0,0,1,0,3,3.95,3.4
723,4185,4185,4185,4185,54,GD Education,64,Doctor of Education,Female,1,723,White,E99,Educational Theory and Practic,7517,Education EDD,0,24257,16740,1,0.109747352,-0.644857163,0.27001798,3.43,3.77,3.9,3.8,0,0,0,0,0,0.12,4,3.73,4
724,7550,4185,3330,4070,34,GD Nursing,43,Doctor of Philosophy,Female,1,724,White,D99,Nursing,32277.45,Nursing PhD,0,63838.45,31561,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,4,4,4,0,0,0,7,4,4.8
725,0,0,0,0,33.7,GD Harpur,46,Doctor of Philosophy,Male,1,725,Asia,C22,Economics,41538.05,Harpur Doctor of Philosophy,Bachelors Prepared,52048.05,10510,1,0.079580753,-1.554411917,-0.256456652,3.33,3.57,3.33,3.5,3.15,0,0,0,0,-0.04,5,3.38,5.7
726,0,349,349,0,22.7,GD Harpur,37,Doctor of Philosophy,Female,1,726,White,C01,Anthropology,73430.39,Harpur Doctor of Philosophy,Masters Prepared,74498.39,1068,1,0.079580753,-1.554411917,-0.256456652,3.9,3.67,4,4,4,3.54,4,4,0,0.01,8,3.89,9.2
727,0,0,0,0,24.7,GD Harpur,38,Doctor of Philosophy,Male,1,727,White,C29,History,14079.3,Harpur Doctor of Philosophy,Bachelors Prepared,15475.3,1396,1,0.079580753,-1.554411917,-0.256456652,4,3.85,3.88,0,0,0,0,0,0,-0.06,3,3.91,5.2
728,4185,4185,4435,4435,23,GD Management,32,Doctor of Philosophy,Female,1,728,White,B99,Management PHD,12081.73,Management PhD,0,34043.73,21962,1,0.079580753,-1.554411917,-0.256456652,3.9,3.45,4,4,0,0,0,0,0,0.09,4,3.84,3.4
729,0,0,0,0,26.7,GD Harpur,42,Doctor of Philosophy,Female,0,729,Asia,C52,Sociology,7995.49,Harpur Doctor of Philosophy,Bachelors Prepared,7995.49,0,1,0.079580753,-1.554411917,-0.256456652,3.8,3.8,0,0,0,0,0,0,0,0,2,3.8,5
730,3330,3330,3510,3510,22,GD Watson,32,Doctor of Philosophy,Male,1,730,White,R98,Mechanical Engineering,24903,Mechanical Engineering PhD,0,56022,31119,1,0.102205702,-0.872245851,0.138399322,3.3,3.37,3.2,4,3,0,0,0,0,0,5,3.37,8.4
731,0,0,0,0,35.7,GD Harpur,53,Doctor of Philosophy,Male,0,731,Asia,C38,Philosophy Interpretation and,20331.25,Harpur Doctor of Philosophy,Bachelors Prepared,20331.25,0,1,0.079580753,-1.554411917,-0.256456652,4,4,3.85,0,0,0,0,0,0,-0.08,3,3.95,10.7
732,0,0,3141,3141,22.3,GD Watson,34,Doctor of Philosophy,Female,1,732,White,R91,Biomedical Engineering,7723.7,Bioengineering PhD,0,21027.7,13304,1,0.079580753,-1.554411917,-0.256456652,4,4,4,0,0,0,0,0,1,0,3,4,6
733,0,0,0,0,23.7,GD Harpur,38,Doctor of Philosophy,Male,1,733,White,C47,Clinical Psychology,56013.9,Harpur Doctor of Philosophy,Bachelors Prepared,59503.9,3490,1,0.079580753,-1.554411917,-0.256456652,3.71,3.71,3.72,3.91,3.94,3.6,4,4,0,0.04,8,3.82,6
734,0,0,0,0,22.7,GD Harpur,36,Doctor of Philosophy,Male,1,734,White,C46,Cognitive Psychology,22778.6,Harpur Doctor of Philosophy,Bachelors Prepared,23476.6,698,1,0.079580753,-1.554411917,-0.256456652,3.88,3.15,4,3.7,4,0,0,0,0,0.08,5,3.75,3.7
735,0,3141,349,0,25.7,GD Harpur,37,Doctor of Philosophy,Male,1,735,Asian,C01,Anthropology,2494.55,Harpur Doctor of Philosophy,Masters Prepared,6724.55,4230,1,0.079580753,-1.554411917,-0.256456652,4,0,0,0,0,0,0,0,0,0,1,4,4.2
736,0,0,0,0,22.7,GD Harpur,35,Doctor of Philosophy,Female,1,736,White,C37,Philosophy SPEL,40110.24,Harpur Doctor of Philosophy,Bachelors Prepared,49616.24,9506,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,4,0,0,0,0,0,5,4,5.7
737,0,0,0,0,33.7,GD Harpur,60,Doctor of Philosophy,Female,0,737,White,C01,Anthropology,17453.8,Harpur Doctor of Philosophy,Masters Prepared,17453.8,0,1,0.079580753,-1.554411917,-0.256456652,3.8,3.68,3.79,3.7,3.85,0,0,0,0,0.01,5,3.76,24.7
738,0,0,0,0,32.3,GD Harpur,44,Doctor of Philosophy,Male,1,738,China,C29,History,23541.4,Harpur Doctor of Philosophy,Bachelors Prepared,29061.4,5520,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,3.3
739,0,0,0,0,24,GD Nursing,32,Doctor of Nursing Practice,Female,0,739,White,D70,Family Nurse Practitioner,23216,Nursing DNP,0,23216,0,1,0.079580753,-1.554411917,-0.256456652,4,3.83,4,4,4,4,4,4,0,0.01,8,3.98,4.4
740,7550,7550,6860,6174,23,GD Nursing,32,Doctor of Nursing Practice,Female,1,740,White,D70,Family Nurse Practitioner,4884.04,Nursing DNP,0,33018.04,28134,1,0.105976527,-0.758551507,0.204208651,0,0,0,0,0,0,0,0,0,0,0,0,1.4
741,8340,8340,3699,3699,27,GD Harpur,34,Doctor of Philosophy,Male,1,741,White,C45,Behavioral Neuroscience,6413.57,Harpur Doctor of Philosophy,Bachelors Prepared,40532.57,34119,1,-3.035100448,2.274805245,0.033913384,4,3.95,3.3,4,3.3,0,0,0,1,-0.13,5,3.71,5
742,0,4968,4968,5166,27.3,GD Watson,38,Doctor of Philosophy,Male,1,742,India,R87,Industrial and Systems Enginee,12483.8,Industrial and Systems Eng PhD,0,28791.8,16308,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,2.6
743,0,0,0,0,21.7,GD Watson,35,Doctor of Philosophy,Male,1,743,China,R98,Mechanical Engineering,29367.7,Mechanical Engineering PhD,0,31619.7,2252,1,0.079580753,-1.554411917,-0.256456652,3.8,4,3.7,3.3,3.65,3.85,0,0,0,-0.03,6,3.72,6
744,4968,4968,5166,5166,24.7,GD Watson,35,Doctor of Philosophy,Male,1,744,India,R87,Industrial and Systems Enginee,6206.2,Industrial and Systems Eng PhD,0,27738.2,21532,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,2.7
745,0,0,0,0,38.7,GD Watson,52,Doctor of Philosophy,Male,1,745,Asia,R98,Mechanical Engineering,21450,Mechanical Engineering PhD,0,26970,5520,1,0.079580753,-1.554411917,-0.256456652,3.85,4,3.85,3.7,0,0,0,0,0,-0.06,4,3.85,5.2
746,0,552,552,0,28.7,GD Harpur,42,Doctor of Philosophy,Male,1,746,Africa,C15,Chemistry,11207.1,Harpur Doctor of Philosophy,Bachelors Prepared,12311.1,1104,1,0.079580753,-1.554411917,-0.256456652,3.42,3.5,3.7,0,0,0,0,0,0,0.14,3,3.54,5.2
747,0,0,4968,552,23.7,GD Watson,35,Doctor of Philosophy,Male,1,747,India,R87,Industrial and Systems Enginee,23867.05,Industrial and Systems Eng PhD,0,29387.05,5520,1,0.079580753,-1.554411917,-0.256456652,3.57,3.67,3.85,0,0,0,0,0,0,0.14,3,3.69,5
748,0,0,0,0,34.7,GD Harpur,51,Doctor of Philosophy,Male,0,748,White,C15,Chemistry,7145.5,Harpur Doctor of Philosophy,Bachelors Prepared,7145.5,0,1,0.102959867,-0.849506982,0.151561188,0,0,0,0,0,0,0,0,0,0,0,0,11
749,0,0,0,0,48.7,GD Harpur,61,Doctor of Philosophy,Female,0,749,White,C23,English,11867.35,Harpur Doctor of Philosophy,Bachelors Prepared,11867.35,0,1,0.079580753,-1.554411917,-0.256456652,3.3,3.85,3.7,3.5,4,0,0,0,0,0.1,5,3.67,3.7
750,0,0,0,0,37.7,GD Watson,62,Doctor of Philosophy,Male,0,750,Black or African American,R93,Systems Science,6308.8,Systems Science PhD,0,6308.8,0,1,0.079580753,-1.554411917,-0.256456652,3.7,4,4,3.85,3.7,4,0,0,1,0.01,6,3.88,18.7
751,0,0,0,0,30.7,GD Harpur,46,Doctor of Philosophy,Male,1,751,Asia,C43,Political Science,26157.1,Harpur Doctor of Philosophy,Masters Prepared,32782.1,6625,1,0.079580753,-1.554411917,-0.256456652,3.1,3.43,2.9,3,3.7,3.85,0,0,0,0.13,6,3.33,10.2
752,0,0,0,0,25.7,GD Watson,39,Doctor of Philosophy,Male,0,752,Asia,R98,Mechanical Engineering,16687.3,Mechanical Engineering PhD,0,16687.3,0,1,0.079580753,-1.554411917,-0.256456652,3.8,4,4,3.5,0,0,0,0,0,-0.09,4,3.83,4.2
753,0,0,4968,4968,23.7,GD Harpur,37,Doctor of Philosophy,Female,1,753,Asia,C33,Comparative Literature,40429.43,Harpur Doctor of Philosophy,Masters Prepared,51060.43,10631,1,0.079580753,-1.554411917,-0.256456652,4,3.43,3.9,4,3.9,3.97,0,0,0,0.04,6,3.87,11.7
754,0,0,0,0,25.7,GD Harpur,39,Doctor of Philosophy,Male,1,754,Europe,C52,Sociology,34165.68,Harpur Doctor of Philosophy,Bachelors Prepared,44866.68,10701,1,0.079580753,-1.554411917,-0.256456652,3.8,4,4,0,0,0,0,0,0,0.1,3,3.93,9
755,4435,4435,3510,3510,22,GD Harpur,30,Doctor of Philosophy,Male,1,755,White,C13,Biological Sciences,4079.78,Harpur Doctor of Philosophy,Bachelors Prepared,21655.78,17576,1,-2.799628074,2.081590268,0.066986006,4,4,3.87,4,0,0,0,0,0,-0.01,4,3.97,3.8
756,349,349,0,0,21.7,GD Harpur,36,Doctor of Philosophy,Male,1,756,White,C37,Philosophy SPEL,1370.3,Harpur Doctor of Philosophy,Masters Prepared,2068.3,698,1,0.079580753,-1.554411917,-0.256456652,3.91,3.78,3.91,4,4,0,0,0,0,0.04,5,3.92,5.7
757,0,0,0,4185,25.7,GD Watson,38,Doctor of Philosophy,Male,1,757,Asian,R96,Electrical Engineering,37629.19,Electrical Engineering PhD,0,58210.39,20581.2,1,0.079580753,-1.554411917,-0.256456652,4,3.35,4,4,4,3.67,4,4,0,0.03,8,3.88,7.2
758,0,0,0,0,24.7,GD Harpur,39,Doctor of Philosophy,Female,1,758,Asia,C23,English,25108.3,Harpur Doctor of Philosophy,Masters Prepared,30628.3,5520,1,0.079580753,-1.554411917,-0.256456652,3.67,3.9,4,4,4,3.85,0,0,0,0.03,6,3.9,5.7
759,0,0,0,0,21.7,GD Harpur,37,Doctor of Philosophy,Female,0,759,White,C45,Behavioral Neuroscience,28762.05,Harpur Doctor of Philosophy,Bachelors Prepared,28762.05,0,1,0.079580753,-1.554411917,-0.256456652,3.08,3.6,3.53,3.67,3.6,0,0,0,0,0.11,5,3.5,6.7
760,4185,4185,3141,3330,22.3,GD Harpur,32,Doctor of Philosophy,Male,1,760,Black or African American,C49,Physics,86982.14,Harpur Doctor of Philosophy,Bachelors Prepared,108525.14,21543,1,0.079580753,-1.554411917,-0.256456652,3.77,4,3.7,0,0,0,0,0,0,-0.04,3,3.82,6.6
761,3330,3330,3510,3510,26,GD Harpur,34,Doctor of Philosophy,Female,1,761,White,C23,English,4672.98,Harpur Doctor of Philosophy,Masters Prepared,20080.98,15408,1,0.107560273,-0.710799882,0.231848569,4,3.85,4,0,0,0,0,0,0,0,3,3.95,4.4
762,0,0,0,0,24.7,GD Education,38,Doctor of Education,Female,1,762,White,E99,Educational Theory and Practic,44300.15,Education EDD,0,45347.15,1047,1,0.079580753,-1.554411917,-0.256456652,3.23,3.33,3.65,3.15,3.85,0,0,0,0,0.11,5,3.44,6.2
763,0,0,0,0,21.7,GD Harpur,36,Doctor of Philosophy,Male,1,763,Unknown,C22,Economics,56016.25,Harpur Doctor of Philosophy,Masters Prepared,56365.25,349,1,0.079580753,-1.554411917,-0.256456652,2.8,3,2.8,3.5,3.35,3.3,3.7,0,0,0.14,7,3.21,7.2
764,0,0,0,0,32.7,GD Harpur,49,Doctor of Philosophy,Female,1,764,White,C29,History,11236.84,Harpur Doctor of Philosophy,Masters Prepared,12674.84,1438,1,0.079580753,-1.554411917,-0.256456652,3.15,3.7,3.85,4,3.85,4,4,4,0,0.09,8,3.82,8.7
765,0,0,3141,3141,28,GD Harpur,39,Doctor of Philosophy,Female,1,765,Unknown,C23,English,10397.13,Harpur Doctor of Philosophy,Bachelors Prepared,21319.13,10922,1,0.109671935,-0.64713105,0.268701793,4,3.85,4,0,0,0,0,0,0,0,3,3.95,5.4
766,0,0,0,0,19.7,GD Harpur,34,Doctor of Philosophy,Female,0,766,White,C47,Clinical Psychology,31131.6,Harpur Doctor of Philosophy,Bachelors Prepared,31131.6,0,1,0.079580753,-1.554411917,-0.256456652,3.96,3.75,3.88,3.86,3.88,4,3.85,3.65,0,-0.02,8,3.85,6.2
767,0,0,0,0,26.7,GD Harpur,42,Doctor of Philosophy,Male,1,767,Asia,C43,Political Science,19928.5,Harpur Doctor of Philosophy,Bachelors Prepared,22180.5,2252,1,0.079580753,-1.554411917,-0.256456652,3.43,3.77,4,4,4,0,0,0,0,0.14,5,3.84,7
768,0,0,0,0,21.7,GD Watson,37,Doctor of Philosophy,Female,0,768,China,R96,Electrical Engineering,14638.75,Electrical Engineering PhD,0,14638.75,0,1,0.079580753,-1.554411917,-0.256456652,3.77,3.9,3.93,4,4,4,0,0,0,0.04,6,3.93,7.7
769,0,4968,4968,5166,22.7,GD Watson,36,Doctor of Philosophy,Male,1,769,India,R99,Materials Engineering,15893.65,Mechanical Engineering PhD,0,32201.65,16308,1,0.079580753,-1.554411917,-0.256456652,2.82,3.12,3.9,2.3,4,3.85,3.14,0,1,0.09,7,3.3,6.7
770,0,0,3141,3141,36.7,GD Harpur,50,Doctor of Philosophy,Female,1,770,White,C23,English,70541.3,Harpur Doctor of Philosophy,Masters Prepared,89765.3,19224,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,4,4,4,4,0,0,8,4,5.7
771,0,0,0,0,23.7,GD Watson,36,Doctor of Philosophy,Male,1,771,Europe,R96,Electrical Engineering,25087.35,Electrical Engineering PhD,0,31755.35,6668,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,0,0,0,0,0,0,4,4,3.7
772,0,0,0,0,38.3,GD Education,51,Doctor of Education,Female,1,772,White,E99,Educational Theory and Practic,5226.49,Education EDD,0,6356.49,1130,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,7
773,0,0,0,0,26.7,GD Harpur,40,Doctor of Philosophy,Female,1,773,Asian,C15,Chemistry,12736.14,Harpur Doctor of Philosophy,Bachelors Prepared,13804.14,1068,1,0.079580753,-1.554411917,-0.256456652,3.65,3.82,3.85,4,0,0,0,0,1,0.11,4,3.83,5.7
774,3699,3699,3888,3888,28,GD Harpur,34,Doctor of Philosophy,Male,1,774,White,C23,English,26301.05,Harpur Doctor of Philosophy,Masters Prepared,42834.05,16533,1,-2.581817868,1.775062349,0.024171114,3.65,4,4,4,0,0,0,0,0,0.11,4,3.91,3.4
775,0,0,0,0,38.7,GD Harpur,53,Doctor of Philosophy,Male,1,775,Unknown,C01,Anthropology,62524.65,Harpur Doctor of Philosophy,Masters Prepared,63222.65,698,1,0.079580753,-1.554411917,-0.256456652,3.9,3.9,3.94,4,0,0,0,0,0,0.03,4,3.94,8.7
776,4185,4185,3330,3330,22,GD Harpur,31,Doctor of Philosophy,Male,1,776,White,C49,Physics,43167.63,Harpur Doctor of Philosophy,Bachelors Prepared,71097.63,27930,1,-2.760193018,1.866495129,-0.030246373,3.43,3.77,4,4,0,0,0,0,0,0.19,4,3.8,6
777,4185,4185,3141,3330,22,GD Harpur,32,Doctor of Philosophy,Female,1,777,Hispanic or Latino,C15,Chemistry,8080.48,Harpur Doctor of Philosophy,Masters Prepared,26242.48,18162,1,0.079580753,-1.554411917,-0.256456652,3.5,3.7,3.5,3,0,0,0,0,0,-0.17,4,3.42,5
778,4185,3141,3141,3330,22,GD Harpur,32,Doctor of Philosophy,Female,1,778,Asian,C13,Biological Sciences,6541.13,Harpur Doctor of Philosophy,Bachelors Prepared,25312.13,18771,1,0.079580753,-1.554411917,-0.256456652,3.95,3.8,4,3.7,4,4,0,0,0,0.02,6,3.91,6
779,349,349,349,370,22.7,GD Harpur,37,Doctor of Philosophy,Female,1,779,White,C15,Chemistry,66661.54,Harpur Doctor of Philosophy,Bachelors Prepared,68838.54,2177,1,0.079580753,-1.554411917,-0.256456652,3.23,2.35,3.35,3.35,3.7,0,0,0,0,0.19,5,3.2,8.7
780,0,0,0,0,24.7,GD Harpur,38,Doctor of Philosophy,Male,1,780,White,C43,Political Science,139946.8,Harpur Doctor of Philosophy,Bachelors Prepared,143436.8,3490,1,0.079580753,-1.554411917,-0.256456652,3.77,3.43,3.9,3.7,3.9,0,0,0,0,0.05,5,3.74,8.2
781,0,3510,3510,3699,22.3,GD Harpur,30,Doctor of Philosophy,Male,1,781,Hispanic or Latino,C13,Biological Sciences,15814.9,Harpur Doctor of Philosophy,Bachelors Prepared,38194.9,22380,1,-2.75097181,1.8534312,-0.032539172,3.43,4,3.93,4,4,4,4,0,0,0.06,7,3.91,7
782,0,0,0,0,26.7,GD Education,40,Doctor of Education,Female,1,782,White,E99,Educational Theory and Practic,21301.7,Education EDD,0,24791.7,3490,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,4,0,0,0,0,0,5,4,4.7
783,0,0,0,0,24.7,GD Harpur,39,Doctor of Philosophy,Male,0,783,White,C13,Biological Sciences,44892.18,Harpur Doctor of Philosophy,Bachelors Prepared,44892.18,0,1,0.079580753,-1.554411917,-0.256456652,3,3.88,3.36,4,4,4,4,4,0,0.11,8,3.78,4.2
784,0,0,0,0,23.7,GD Harpur,36,Doctor of Philosophy,Female,1,784,China,C22,Economics,32024.69,Harpur Doctor of Philosophy,Bachelors Prepared,48332.69,16308,1,0.079580753,-1.554411917,-0.256456652,3.9,3.8,3.9,3.65,3.85,3.7,3.7,0,0,-0.03,7,3.79,5
785,0,0,0,0,24.7,GD Harpur,37,Doctor of Philosophy,Male,1,785,China,C15,Chemistry,27348.4,Harpur Doctor of Philosophy,Bachelors Prepared,30864.4,3516,1,0.079580753,-1.554411917,-0.256456652,4,3.88,3.35,0,0,0,0,0,0,-0.33,3,3.74,5
786,0,0,0,0,22.7,GD Harpur,35,Doctor of Philosophy,Female,1,786,White,C29,History,42363.92,Harpur Doctor of Philosophy,Bachelors Prepared,50083.92,7720,1,0.079580753,-1.554411917,-0.256456652,3.9,4,3.66,3.9,3.85,0,0,0,0,-0.02,5,3.86,8.2
787,0,0,0,0,34.7,GD Harpur,55,Doctor of Philosophy,Male,0,787,White,C38,Philosophy Interpretation and,6471.5,Harpur Doctor of Philosophy,Bachelors Prepared,6471.5,0,1,0.079580753,-1.554411917,-0.256456652,4,3.3,4,4,4,4,0,0,0,0.06,6,3.88,12.7
788,0,0,0,0,30.7,GD Harpur,44,Doctor of Philosophy,Male,0,788,South America,C60,Translation Studies,15346.05,Harpur Doctor of Philosophy,Bachelors Prepared,15346.05,0,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,0,0,0,0,0,0,4,4,3.7
789,0,0,0,0,28.7,GD Grad School,41,Doctor of Philosophy,Male,0,789,China,H21,Materials Science and Engineer,23107.8,Graduate School PhD,0,23107.8,0,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,2.2
790,0,0,0,0,28.7,GD Harpur,41,Doctor of Philosophy,Male,0,790,China,H21,Materials Science and Engineer,23107.8,Graduate School PhD,0,23107.8,0,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,2.2
791,0,0,0,0,24.7,GD Harpur,39,Doctor of Philosophy,Male,0,791,Asian,C13,Biological Sciences,16208.2,Harpur Doctor of Philosophy,Bachelors Prepared,16208.2,0,1,0.079580753,-1.554411917,-0.256456652,3.43,3.95,4,4,3.84,4,4,4,0,0.05,8,3.9,7
792,0,0,0,0,21.7,GD Harpur,38,Doctor of Philosophy,Female,0,792,White,C01,Anthropology,3144.3,Harpur Doctor of Philosophy,Masters Prepared,3144.3,0,1,0.079580753,-1.554411917,-0.256456652,4,3.94,3.9,3.85,4,4,0,0,0,0,6,3.95,6.7
793,0,0,0,0,21.7,GD Harpur,34,Doctor of Philosophy,Male,1,793,White,C29,History,28075.44,Harpur Doctor of Philosophy,Bachelors Prepared,36924.44,8849,1,0.079580753,-1.554411917,-0.256456652,3.67,3.67,4,3.83,4,4,0,0,0,0.07,6,3.86,6.2
794,4968,552,574,574,27.7,GD Harpur,40,Doctor of Philosophy,Male,1,794,Africa,C15,Chemistry,5027.8,Harpur Doctor of Philosophy,Bachelors Prepared,11695.8,6668,1,0.079580753,-1.554411917,-0.256456652,3.7,3.53,4,3.7,0,0,0,0,0,0.05,4,3.73,4.2
795,0,0,0,0,27.3,GD Grad School,37,Doctor of Philosophy,Male,1,795,China,H22,Material Sci and Eng-Engineerg,29896.65,Graduate School PhD,0,33003.65,3107,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,2.6
796,0,0,0,0,27.7,GD Watson,40,Doctor of Philosophy,Male,1,796,Asia,R92,Computer Science,28680.95,Computer Science PhD,0,36612.95,7932,1,0.079580753,-1.554411917,-0.256456652,4,4,4,0,0,0,0,0,1,0,3,4,5.2
797,552,4968,574,574,28.7,GD Harpur,41,Doctor of Philosophy,Female,1,797,Africa,C15,Chemistry,4535.6,Harpur Doctor of Philosophy,Masters Prepared,12467.6,7932,1,0.079580753,-1.554411917,-0.256456652,4,4,3.85,0,0,0,0,0,0,-0.08,3,3.95,4.7
798,0,0,0,0,23.7,GD Harpur,37,Doctor of Philosophy,Male,1,798,White,C29,History,26364.44,Harpur Doctor of Philosophy,Bachelors Prepared,28500.44,2136,1,0.079580753,-1.554411917,-0.256456652,4,4,4,3.87,4,4,0,0,0,0,6,3.98,5.7
799,0,0,0,0,28.7,GD Harpur,41,Doctor of Philosophy,Female,1,799,Asia,C13,Biological Sciences,24674.9,Harpur Doctor of Philosophy,Masters Prepared,31508.5,6833.6,1,0.079580753,-1.554411917,-0.256456652,3,3,3.49,3.49,4,0,0,0,0,0.25,5,3.4,3.7
800,0,0,0,0,24.7,GD Harpur,37,Doctor of Philosophy,Female,1,800,North America,C09,Art History,29057.46,Harpur Doctor of Philosophy,Masters Prepared,62091.46,33034,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,0,0,0,0,1,0,4,4,7
801,0,0,0,0,55.3,GD Harpur,67,Doctor of Philosophy,Female,0,801,North America,C01,Anthropology,7256.95,Harpur Doctor of Philosophy,Bachelors Prepared,7256.95,0,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,2.6
802,0,0,0,0,36.7,GD Education,55,Doctor of Education,Female,0,802,Unknown,E99,Educational Theory and Practic,2027.4,Education EDD,0,2027.4,0,1,0.079580753,-1.554411917,-0.256456652,4,4,3.7,4,4,4,4,4,0,0.01,8,3.96,8
803,0,0,0,0,26.7,GD Harpur,40,Doctor of Philosophy,Female,1,803,White,C01,Anthropology,29151.9,Harpur Doctor of Philosophy,Masters Prepared,29849.9,698,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,0,0,0,0,0,0,4,4,3.7
804,4968,552,574,574,24.7,GD Harpur,37,Doctor of Philosophy,Male,1,804,Africa,C15,Chemistry,7581.28,Harpur Doctor of Philosophy,Bachelors Prepared,16903.28,9322,1,0.079580753,-1.554411917,-0.256456652,3.65,3.88,4,0,0,0,0,0,0,0.17,3,3.84,6
805,0,0,0,0,34.7,GD Harpur,49,Doctor of Philosophy,Female,1,805,Asia,C09,Art History,34941.95,Harpur Doctor of Philosophy,Bachelors Prepared,36045.95,1104,1,0.079580753,-1.554411917,-0.256456652,3.15,3.57,3.5,3.7,4,3.7,0,0,1,0.12,6,3.6,8.7
806,0,4968,4968,5166,21.7,GD Harpur,34,Doctor of Philosophy,Male,1,806,China,C15,Chemistry,17515.19,Harpur Doctor of Philosophy,Bachelors Prepared,33823.19,16308,1,0.079580753,-1.554411917,-0.256456652,3.85,3.88,3.2,3,0,0,0,0,1,-0.32,4,3.48,5.7
807,0,0,0,0,27.3,GD Grad School,37,Doctor of Philosophy,Female,1,807,China,H22,Material Sci and Eng-Engineerg,22682.7,Graduate School PhD,0,26198.7,3516,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,2.3
808,0,0,0,0,24,GD Grad School,34,Doctor of Philosophy,Male,1,808,China,H21,Materials Science and Engineer,31245.3,Graduate School PhD,0,34761.3,3516,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,2.8
809,0,0,0,0,35.7,GD Harpur,49,Doctor of Philosophy,Female,0,809,Black or African American,C38,Philosophy Interpretation and,77806.76,Harpur Doctor of Philosophy,Masters Prepared,77806.76,0,1,0.079580753,-1.554411917,-0.256456652,4,3.67,3.33,4,3.67,0,0,0,0,-0.03,5,3.73,7.7
810,0,0,0,0,22.7,GD Harpur,37,Doctor of Philosophy,Female,0,810,India,C13,Biological Sciences,12648.3,Harpur Doctor of Philosophy,Bachelors Prepared,12648.3,0,1,0.079580753,-1.554411917,-0.256456652,2.98,2.8,4,3.77,4,3.77,4,0,0,0.18,7,3.62,4.2
